ID;Gender;Ever_Married;Graduated;Profession;Spending_Score;Age_Category;Family_Size_Cat
464961;M;Yes;No;Marketing;Low;Over 53;1 person
464963;F;Yes;Yes;Entertainment;Low;Between 41 and 53;2 people
464972;M;Yes;No;Lawyer;High;Over 53;5 or more people
464973;M;No;;Lawyer;Low;Over 53;2 people
464981;M;Yes;Yes;Artist;Average;Between 41 and 53;3 or 4 people
464987;M;Yes;Yes;Executive;High;Between 41 and 53;5 or more people
464990;M;Yes;No;Executive;High;Over 53;2 people
464991;F;Yes;Yes;Lawyer;High;Over 53;2 people
464995;M;Yes;No;Executive;High;Over 53;3 or 4 people
465001;M;Yes;Yes;Lawyer;High;Over 53;2 people
465005;M;Yes;Yes;Executive;High;Between 41 and 53;3 or 4 people
465012;M;Yes;No;Executive;High;Over 53;3 or 4 people
465014;M;Yes;No;Lawyer;Low;Over 53;1 person
465022;F;Yes;Yes;Lawyer;High;Over 53;2 people
465023;M;Yes;Yes;Artist;Average;Between 30 and 41;2 people
465026;F;No;No;Doctor;Low;Under 30;2 people
465032;M;Yes;Yes;Executive;High;Over 53;2 people
465035;F;Yes;Yes;Lawyer;High;Over 53;2 people
465038;M;Yes;No;Executive;High;Between 41 and 53;3 or 4 people
465039;F;Yes;No;Lawyer;High;Over 53;2 people
465040;M;Yes;No;Lawyer;Average;Over 53;2 people
465045;M;Yes;Yes;Entertainment;Average;Between 30 and 41;2 people
465056;M;Yes;Yes;Lawyer;High;Over 53;2 people
465069;M;Yes;Yes;Healthcare;Average;Over 53;3 or 4 people
465075;F;Yes;Yes;Artist;Average;Between 41 and 53;2 people
465076;M;Yes;Yes;Artist;High;Over 53;5 or more people
465079;M;Yes;Yes;Lawyer;Low;Over 53;1 person
465082;M;Yes;Yes;Lawyer;Low;Over 53;1 person
465087;M;No;Yes;Doctor;Low;Under 30;3 or 4 people
465091;M;Yes;Yes;Entertainment;Average;Over 53;3 or 4 people
465092;M;Yes;Yes;Executive;High;Over 53;2 people
465093;M;Yes;Yes;Doctor;Low;Over 53;1 person
465095;M;Yes;Yes;Executive;High;Between 41 and 53;3 or 4 people
465099;M;Yes;No;Entertainment;Average;Between 30 and 41;2 people
465100;M;Yes;Yes;Artist;High;Over 53;2 people
465101;F;Yes;Yes;Lawyer;Low;Over 53;1 person
465105;M;Yes;No;Executive;Average;Over 53;2 people
465109;M;No;No;Lawyer;Low;Between 41 and 53;2 people
465111;F;Yes;Yes;Artist;Average;Between 30 and 41;2 people
465112;F;Yes;No;Lawyer;High;Over 53;2 people
465113;M;Yes;Yes;Lawyer;High;Over 53;2 people
465119;F;Yes;Yes;Artist;Average;Between 41 and 53;5 or more people
465120;F;No;Yes;Healthcare;Low;Under 30;3 or 4 people
465121;F;No;Yes;Artist;Low;Between 30 and 41;1 person
465122;F;Yes;Yes;Artist;Average;Between 30 and 41;2 people
465124;F;Yes;Yes;Healthcare;Average;Under 30;2 people
465128;F;Yes;No;Artist;Average;Over 53;3 or 4 people
465134;F;Yes;Yes;Entertainment;Average;Over 53;5 or more people
465136;M;Yes;Yes;Artist;Average;Between 41 and 53;2 people
465144;M;No;Yes;Doctor;Low;Under 30;1 person
465147;M;No;Yes;Healthcare;Low;Between 30 and 41;3 or 4 people
465148;M;No;No;Artist;Low;Between 30 and 41;2 people
465150;M;No;Yes;Entertainment;Low;Between 30 and 41;1 person
465153;M;Yes;Yes;Artist;Average;Between 30 and 41;2 people
465155;M;Yes;Yes;Lawyer;Low;Over 53;1 person
465160;M;Yes;Yes;Executive;High;Over 53;3 or 4 people
465164;M;No;No;Healthcare;Low;Under 30;3 or 4 people
465171;F;Yes;Yes;Artist;High;Between 41 and 53;3 or 4 people
465172;F;Yes;Yes;Artist;Average;Between 41 and 53;2 people
465175;F;No;No;Homemaker;Low;Under 30;3 or 4 people
465176;F;Yes;Yes;Artist;Average;Over 53;3 or 4 people
465181;F;No;Yes;Healthcare;Low;Under 30;1 person
465182;F;No;Yes;Lawyer;Low;Over 53;1 person
465186;F;Yes;No;Artist;Average;Between 41 and 53;3 or 4 people
465187;F;Yes;No;Doctor;Average;Between 30 and 41;3 or 4 people
465188;F;Yes;Yes;Artist;Average;Between 41 and 53;3 or 4 people
465189;F;Yes;Yes;Lawyer;High;Over 53;2 people
465194;M;No;No;Healthcare;Low;Under 30;5 or more people
465196;F;No;Yes;Artist;Low;Between 30 and 41;2 people
465197;F;Yes;Yes;Artist;High;Over 53;3 or 4 people
465201;M;Yes;Yes;Entertainment;Average;Between 41 and 53;3 or 4 people
465202;M;No;No;Entertainment;Low;Under 30;3 or 4 people
465203;M;No;Yes;Healthcare;Low;Under 30;3 or 4 people
465204;M;Yes;Yes;Healthcare;Low;Under 30;2 people
465213;M;Yes;Yes;Entertainment;Average;Between 30 and 41;2 people
465214;M;Yes;No;Engineer;Low;Between 30 and 41;1 person
465216;M;Yes;Yes;Executive;High;Between 30 and 41;3 or 4 people
465226;M;Yes;No;Entertainment;Low;Between 30 and 41;3 or 4 people
465228;M;Yes;Yes;Artist;High;Over 53;2 people
465231;M;Yes;No;Artist;Average;Over 53;2 people
465236;M;Yes;Yes;Artist;Low;Between 41 and 53;1 person
465237;M;Yes;Yes;Lawyer;High;Over 53;2 people
465242;M;No;No;Healthcare;Low;Under 30;3 or 4 people
465249;F;No;No;Healthcare;Low;Under 30;3 or 4 people
465254;M;No;No;Healthcare;Low;Under 30;3 or 4 people
465261;F;No;Yes;Healthcare;Low;Under 30;3 or 4 people
465264;M;Yes;No;Executive;Low;Over 53;1 person
465267;M;Yes;No;Engineer;Average;Between 30 and 41;5 or more people
465274;M;No;Yes;Artist;Low;Between 30 and 41;1 person
465285;F;Yes;No;Engineer;Low;Between 30 and 41;3 or 4 people
465288;F;Yes;No;Engineer;Low;Under 30;2 people
465289;M;Yes;Yes;Executive;High;Between 30 and 41;2 people
465290;M;Yes;Yes;Executive;High;Between 41 and 53;5 or more people
465294;M;Yes;No;Lawyer;Low;Over 53;2 people
465295;F;;Yes;Doctor;Average;Between 41 and 53;1 person
465296;F;Yes;Yes;Lawyer;High;Over 53;3 or 4 people
465303;F;Yes;Yes;Artist;Average;Over 53;3 or 4 people
465306;M;Yes;No;Executive;Average;Over 53;3 or 4 people
465310;F;No;No;Healthcare;Low;Under 30;5 or more people
465319;M;No;No;Healthcare;Low;Under 30;5 or more people
465326;M;Yes;Yes;Artist;Low;Over 53;1 person
465333;F;Yes;Yes;Artist;Low;Between 30 and 41;2 people
465335;M;Yes;No;Entertainment;Average;Over 53;2 people
465340;F;No;Yes;Artist;Low;Under 30;3 or 4 people
465342;M;Yes;Yes;Executive;High;Over 53;2 people
465344;F;Yes;Yes;Lawyer;High;Over 53;2 people
465345;F;No;Yes;Artist;Low;Between 41 and 53;2 people
465351;F;Yes;Yes;Artist;Average;Between 41 and 53;2 people
465352;M;Yes;Yes;Entertainment;Average;Over 53;3 or 4 people
465354;M;No;No;Doctor;Low;Under 30;5 or more people
465357;F;Yes;Yes;Artist;Average;Between 41 and 53;3 or 4 people
465358;F;Yes;Yes;Artist;High;Over 53;2 people
465359;F;Yes;No;Artist;Low;Between 41 and 53;1 person
465364;F;No;Yes;Doctor;Low;Between 30 and 41;5 or more people
465366;F;No;Yes;Artist;Low;Between 30 and 41;1 person
465371;F;No;Yes;Artist;Low;Between 30 and 41;1 person
465372;F;No;Yes;Entertainment;Low;Between 30 and 41;1 person
465383;F;Yes;Yes;Entertainment;Low;Under 30;3 or 4 people
465384;M;Yes;Yes;Artist;High;Over 53;2 people
465391;F;Yes;Yes;Lawyer;High;Over 53;2 people
465393;M;Yes;Yes;Artist;Average;Between 30 and 41;2 people
465395;F;Yes;No;Engineer;Average;Between 30 and 41;5 or more people
465399;M;No;Yes;Entertainment;Low;Between 30 and 41;1 person
465405;F;;Yes;Homemaker;High;Under 30;3 or 4 people
465408;M;No;No;Executive;Low;Under 30;3 or 4 people
465410;M;No;No;Healthcare;Low;Under 30;3 or 4 people
465417;M;Yes;Yes;Entertainment;Average;Between 30 and 41;2 people
465419;M;No;No;Artist;Low;Under 30;3 or 4 people
465423;M;Yes;Yes;Entertainment;Average;Between 41 and 53;3 or 4 people
465428;F;No;Yes;Engineer;Low;Between 30 and 41;1 person
465433;F;No;Yes;Artist;Low;Between 30 and 41;1 person
465435;F;No;Yes;Artist;Low;Between 30 and 41;1 person
465437;M;Yes;Yes;Executive;High;Between 41 and 53;5 or more people
465440;M;Yes;No;Engineer;Low;Over 53;5 or more people
465441;F;Yes;Yes;Engineer;Low;Between 41 and 53;1 person
465445;F;No;Yes;Homemaker;Low;Under 30;5 or more people
465458;F;Yes;Yes;Artist;High;Over 53;2 people
465461;M;Yes;No;Entertainment;Average;Over 53;3 or 4 people
465463;F;No;No;Doctor;Low;Under 30;5 or more people
465464;M;Yes;Yes;Executive;Average;Between 30 and 41;2 people
465467;M;;No;Healthcare;Low;Under 30;3 or 4 people
465471;M;Yes;Yes;Artist;Low;Between 30 and 41;1 person
465472;F;Yes;No;Entertainment;High;Over 53;3 or 4 people
465473;F;No;Yes;Artist;Low;Over 53;1 person
465477;M;No;No;Healthcare;Low;Under 30;3 or 4 people
465479;M;No;No;Artist;Low;Between 30 and 41;1 person
465482;M;No;No;Entertainment;Low;Between 30 and 41;2 people
465483;M;Yes;No;Artist;Average;Between 41 and 53;3 or 4 people
465484;F;Yes;Yes;Artist;Low;Over 53;2 people
465488;M;No;No;Healthcare;Low;Under 30;3 or 4 people
465489;F;No;Yes;Engineer;Low;Over 53;5 or more people
465492;M;Yes;No;Entertainment;Low;Over 53;1 person
465496;M;Yes;Yes;Lawyer;Low;Over 53;2 people
465505;M;Yes;Yes;Artist;Average;Over 53;3 or 4 people
465507;M;Yes;Yes;Artist;Low;Between 30 and 41;1 person
465508;M;No;No;Healthcare;Low;Under 30;3 or 4 people
465510;M;Yes;No;Lawyer;High;Over 53;2 people
465518;F;Yes;Yes;Artist;Average;Between 30 and 41;3 or 4 people
465520;F;No;Yes;Artist;Low;Under 30;5 or more people
465521;F;Yes;Yes;Artist;Average;Over 53;2 people
465522;F;No;Yes;Healthcare;Low;Between 30 and 41;5 or more people
465529;F;No;No;Doctor;Low;Between 30 and 41;3 or 4 people
465538;M;Yes;No;;High;Over 53;2 people
465539;F;Yes;Yes;Artist;High;Between 41 and 53;5 or more people
465541;F;Yes;Yes;Artist;Average;Between 41 and 53;3 or 4 people
465543;F;Yes;Yes;Healthcare;Average;Between 30 and 41;2 people
465547;F;Yes;;Lawyer;Low;Over 53;1 person
465550;F;No;Yes;Healthcare;Low;Between 30 and 41;5 or more people
465551;F;Yes;Yes;Artist;Average;Between 41 and 53;2 people
465554;F;No;Yes;Lawyer;Low;Over 53;3 or 4 people
465555;F;Yes;No;Lawyer;High;Over 53;2 people
465558;F;No;Yes;Healthcare;Low;Between 30 and 41;1 person
465568;M;Yes;Yes;Executive;High;Between 41 and 53;3 or 4 people
465569;M;Yes;Yes;Artist;High;Between 30 and 41;3 or 4 people
465571;M;Yes;Yes;Entertainment;Average;Between 30 and 41;2 people
465577;M;No;No;Healthcare;Low;Under 30;3 or 4 people
465584;M;Yes;No;Entertainment;Average;Between 41 and 53;2 people
465586;M;Yes;No;Artist;Low;Over 53;1 person
465587;M;Yes;Yes;Entertainment;Low;Between 30 and 41;5 or more people
465594;M;Yes;No;Executive;Low;Between 30 and 41;5 or more people
465598;M;No;Yes;Healthcare;Low;Under 30;5 or more people
465600;M;Yes;Yes;Engineer;Low;Between 30 and 41;2 people
465601;M;Yes;Yes;Artist;Average;Between 30 and 41;3 or 4 people
465602;M;Yes;Yes;Artist;Low;Under 30;2 people
465603;F;Yes;Yes;Homemaker;Low;Between 41 and 53;2 people
465605;F;Yes;Yes;Engineer;Low;Between 41 and 53;1 person
465611;M;No;Yes;Doctor;Low;Over 53;1 person
465612;M;Yes;Yes;Artist;Average;Between 41 and 53;2 people
465616;M;Yes;Yes;Doctor;Low;Between 41 and 53;2 people
465621;M;No;Yes;Doctor;Low;Between 30 and 41;1 person
465625;M;No;Yes;Artist;Low;Between 30 and 41;2 people
465627;F;No;Yes;Healthcare;Low;Between 30 and 41;1 person
465629;M;Yes;Yes;Entertainment;Average;Between 41 and 53;3 or 4 people
465635;M;No;No;Doctor;Low;Under 30;2 people
465638;F;Yes;Yes;Artist;Low;Over 53;2 people
465640;M;Yes;Yes;Artist;Average;Between 41 and 53;2 people
465644;M;No;Yes;Healthcare;Low;Between 30 and 41;5 or more people
465645;F;No;Yes;Artist;Low;Between 30 and 41;2 people
465649;F;Yes;Yes;Marketing;Low;Between 30 and 41;1 person
465651;M;No;No;Engineer;Low;Between 30 and 41;3 or 4 people
465653;F;Yes;Yes;Artist;Low;Between 41 and 53;2 people
465655;F;No;Yes;Artist;Low;Between 41 and 53;1 person
465656;M;Yes;No;Lawyer;Low;Over 53;2 people
465658;M;Yes;Yes;Artist;Average;Over 53;3 or 4 people
465663;F;No;Yes;Artist;Low;Over 53;2 people
465667;M;No;No;Healthcare;Low;Under 30;3 or 4 people
465668;M;No;No;Healthcare;Low;Under 30;5 or more people
465669;F;Yes;No;Entertainment;Average;Between 30 and 41;3 or 4 people
465670;F;No;No;Engineer;Low;Between 41 and 53;1 person
465675;F;No;No;Entertainment;Low;Between 41 and 53;1 person
465680;M;Yes;No;Healthcare;Average;Under 30;5 or more people
465685;M;No;Yes;Healthcare;Low;Between 30 and 41;2 people
465688;F;Yes;;Artist;Average;Over 53;3 or 4 people
465689;M;No;No;Healthcare;Low;Under 30;3 or 4 people
465695;F;No;No;Healthcare;Low;Between 30 and 41;3 or 4 people
465697;F;Yes;No;Artist;Low;Between 41 and 53;1 person
465703;M;Yes;No;Entertainment;Low;Under 30;2 people
465704;M;Yes;No;Artist;Low;Over 53;1 person
465705;F;Yes;Yes;Artist;Average;Between 41 and 53;3 or 4 people
465706;F;Yes;Yes;Artist;Average;Between 41 and 53;3 or 4 people
465721;M;Yes;Yes;Entertainment;High;Under 30;2 people
465722;M;Yes;No;;Low;Between 41 and 53;5 or more people
465725;M;No;Yes;Doctor;Low;Under 30;2 people
465727;M;No;No;Marketing;Low;Between 30 and 41;5 or more people
465728;M;No;Yes;;Low;Between 41 and 53;1 person
465733;M;Yes;Yes;Entertainment;Average;Between 30 and 41;2 people
465734;M;Yes;Yes;Artist;Low;Between 30 and 41;3 or 4 people
465736;F;No;Yes;Artist;Low;Between 30 and 41;2 people
465737;F;Yes;Yes;Engineer;Low;Between 41 and 53;3 or 4 people
465740;F;No;Yes;Doctor;Low;Over 53;1 person
465742;F;Yes;Yes;Artist;Low;Between 41 and 53;3 or 4 people
465751;F;Yes;Yes;Artist;Low;Between 41 and 53;2 people
465753;F;Yes;Yes;Artist;Low;Between 41 and 53;2 people
465766;M;Yes;No;Entertainment;Low;Between 41 and 53;3 or 4 people
465768;F;No;Yes;Artist;Low;Between 30 and 41;3 or 4 people
465769;M;No;Yes;Healthcare;Low;Under 30;3 or 4 people
465772;F;Yes;Yes;Engineer;Low;Between 41 and 53;3 or 4 people
465775;F;No;Yes;Engineer;Low;Under 30;3 or 4 people
465776;F;No;Yes;Entertainment;Low;Between 30 and 41;3 or 4 people
465777;F;No;Yes;Artist;Low;Between 30 and 41;5 or more people
465784;F;No;No;Healthcare;Low;Under 30;3 or 4 people
465788;M;No;No;Healthcare;Low;Under 30;5 or more people
465793;M;No;No;Healthcare;Low;Under 30;5 or more people
465797;M;Yes;Yes;Artist;Average;Between 30 and 41;2 people
465804;F;Yes;No;Engineer;Low;Over 53;1 person
465809;F;No;No;Homemaker;Low;Under 30;5 or more people
465811;M;No;No;Healthcare;Low;Under 30;3 or 4 people
465813;M;No;No;Marketing;Low;Under 30;5 or more people
465818;M;No;No;Entertainment;Low;Under 30;3 or 4 people
465823;M;Yes;No;Entertainment;Average;Over 53;3 or 4 people
465826;M;Yes;No;Executive;Low;Between 41 and 53;5 or more people
465828;F;No;No;Entertainment;Low;Between 30 and 41;3 or 4 people
465829;F;Yes;Yes;Doctor;Average;Between 30 and 41;3 or 4 people
465830;F;Yes;No;;Average;Between 41 and 53;5 or more people
465831;M;Yes;No;Executive;High;Between 41 and 53;5 or more people
465837;M;No;Yes;;Low;Over 53;1 person
465841;F;No;Yes;Engineer;Low;Between 41 and 53;1 person
465848;F;No;Yes;Healthcare;Low;Under 30;1 person
465849;F;No;Yes;Doctor;Low;Under 30;3 or 4 people
465851;F;Yes;No;Artist;High;Between 41 and 53;2 people
465853;F;Yes;Yes;Healthcare;Average;Under 30;2 people
465857;F;No;Yes;Doctor;Low;Between 30 and 41;1 person
465860;F;;Yes;Doctor;Low;Under 30;3 or 4 people
465863;M;No;No;Healthcare;Low;Under 30;3 or 4 people
465865;F;No;Yes;Healthcare;Low;Between 30 and 41;1 person
465866;M;Yes;Yes;Artist;Low;Between 41 and 53;3 or 4 people
465867;F;Yes;Yes;Artist;High;Between 30 and 41;5 or more people
465873;M;No;Yes;Entertainment;Low;Between 30 and 41;1 person
465875;F;No;Yes;Artist;Low;Between 30 and 41;1 person
465884;M;Yes;Yes;Executive;High;Between 30 and 41;3 or 4 people
465893;F;Yes;Yes;Engineer;Average;Between 30 and 41;2 people
465894;M;No;Yes;Artist;Low;Under 30;5 or more people
465907;F;No;Yes;Marketing;Low;Between 30 and 41;2 people
465916;M;No;Yes;Artist;Low;Between 30 and 41;1 person
465923;F;No;Yes;Engineer;Low;Under 30;5 or more people
465925;M;No;Yes;Healthcare;Low;Under 30;1 person
465927;F;No;Yes;Healthcare;Low;Under 30;1 person
465930;F;No;Yes;Artist;Low;Between 30 and 41;2 people
465931;M;Yes;Yes;Artist;Low;Between 41 and 53;1 person
465935;M;No;Yes;Entertainment;Low;Under 30;1 person
465937;F;No;Yes;Healthcare;Low;Under 30;3 or 4 people
465941;M;Yes;Yes;Healthcare;Low;Under 30;2 people
465948;F;Yes;Yes;Artist;Average;Between 41 and 53;2 people
465953;F;No;Yes;Artist;Low;Between 41 and 53;1 person
465957;F;No;Yes;Marketing;Low;Between 41 and 53;1 person
465960;F;No;Yes;Marketing;Low;Under 30;1 person
465961;F;No;Yes;Artist;Low;Between 30 and 41;1 person
465963;M;Yes;Yes;Artist;Low;Between 41 and 53;2 people
465965;F;Yes;No;Marketing;Low;Between 30 and 41;2 people
465972;F;No;Yes;Marketing;Low;Between 41 and 53;1 person
465974;M;Yes;Yes;Executive;High;Between 41 and 53;3 or 4 people
465975;M;No;Yes;Artist;Low;Between 30 and 41;1 person
465976;M;No;Yes;Artist;Low;Between 30 and 41;1 person
465979;M;Yes;Yes;Artist;Low;Between 30 and 41;2 people
465982;M;Yes;Yes;Entertainment;Average;Between 41 and 53;3 or 4 people
465983;M;;No;Healthcare;Low;Under 30;3 or 4 people
465996;M;No;No;Healthcare;Low;Under 30;3 or 4 people
465997;F;No;No;Doctor;Low;Between 30 and 41;3 or 4 people
466001;F;Yes;Yes;Entertainment;Low;Between 41 and 53;2 people
466007;M;Yes;No;Artist;Low;Over 53;1 person
466017;F;Yes;Yes;Homemaker;Low;Between 41 and 53;1 person
466019;F;Yes;Yes;Artist;Low;Over 53;1 person
466020;M;Yes;No;Lawyer;Low;Over 53;1 person
466022;F;Yes;No;Engineer;High;Over 53;3 or 4 people
466023;M;Yes;No;Executive;High;Over 53;3 or 4 people
466024;F;Yes;No;Entertainment;Low;Between 41 and 53;2 people
466032;M;;No;Entertainment;Low;Under 30;2 people
466042;M;Yes;No;Entertainment;Low;Between 41 and 53;2 people
466043;F;Yes;Yes;Artist;Average;Over 53;3 or 4 people
466046;F;Yes;No;Entertainment;Average;Between 30 and 41;2 people
466058;M;Yes;No;Entertainment;Low;Between 30 and 41;2 people
466069;F;Yes;Yes;Artist;High;Between 41 and 53;3 or 4 people
466071;F;Yes;Yes;Artist;Low;Over 53;3 or 4 people
466078;F;Yes;No;Executive;Low;Between 41 and 53;1 person
466079;F;Yes;No;Engineer;Low;Between 41 and 53;2 people
466082;F;Yes;Yes;Lawyer;Low;Over 53;1 person
466083;F;No;No;Marketing;Low;Under 30;2 people
466084;M;Yes;Yes;Homemaker;Low;Between 41 and 53;1 person
466085;M;No;No;;Low;Under 30;3 or 4 people
466088;F;No;No;Healthcare;Low;Under 30;5 or more people
466090;M;Yes;Yes;Entertainment;Low;Over 53;2 people
466092;M;Yes;Yes;Artist;Average;Over 53;3 or 4 people
466099;F;Yes;Yes;Lawyer;Low;Over 53;1 person
466103;F;Yes;No;Engineer;Low;Between 30 and 41;5 or more people
466109;M;Yes;Yes;Entertainment;Average;Between 41 and 53;3 or 4 people
466111;M;Yes;Yes;Lawyer;Low;Over 53;2 people
466114;M;Yes;Yes;Entertainment;Average;Between 41 and 53;5 or more people
466115;M;Yes;No;Executive;Low;Between 30 and 41;2 people
466118;F;Yes;No;Engineer;Low;Between 30 and 41;3 or 4 people
466124;F;No;Yes;Artist;Low;Between 41 and 53;1 person
466128;M;No;Yes;Artist;Low;Between 30 and 41;2 people
466130;F;No;No;Artist;Low;Under 30;5 or more people
466132;F;No;No;Healthcare;Low;Under 30;3 or 4 people
466136;F;No;Yes;Artist;Low;Under 30;2 people
466138;M;Yes;No;Lawyer;High;Over 53;2 people
466140;M;Yes;Yes;Entertainment;Low;Under 30;2 people
466141;F;Yes;Yes;Homemaker;Low;Over 53;3 or 4 people
466142;F;Yes;Yes;Entertainment;Average;Under 30;2 people
466143;F;Yes;No;Engineer;Average;Between 41 and 53;5 or more people
466146;F;Yes;No;Engineer;Average;Between 30 and 41;3 or 4 people
466148;M;Yes;No;Entertainment;Average;Between 30 and 41;3 or 4 people
466149;F;No;No;Doctor;Low;Under 30;3 or 4 people
466153;M;Yes;No;Entertainment;Average;Over 53;2 people
466154;F;Yes;Yes;Artist;Average;Between 41 and 53;5 or more people
466156;F;Yes;Yes;Doctor;Average;Between 41 and 53;3 or 4 people
466157;M;Yes;Yes;Homemaker;Low;Over 53;2 people
466161;M;Yes;No;Artist;Average;Between 41 and 53;2 people
466162;F;Yes;Yes;Doctor;Low;Over 53;1 person
466166;M;Yes;Yes;Lawyer;High;Over 53;2 people
466172;M;Yes;Yes;Artist;Average;Between 41 and 53;3 or 4 people
466178;F;Yes;Yes;Artist;Average;Between 41 and 53;3 or 4 people
466180;M;Yes;No;Lawyer;Low;Over 53;1 person
466185;M;Yes;Yes;Doctor;Average;Over 53;3 or 4 people
466200;M;Yes;Yes;Doctor;Average;Between 41 and 53;3 or 4 people
466201;M;Yes;Yes;Doctor;Average;Between 30 and 41;5 or more people
466206;F;Yes;Yes;Artist;Average;Over 53;2 people
466207;F;Yes;Yes;Doctor;Average;Between 30 and 41;3 or 4 people
466208;M;Yes;No;Executive;High;Over 53;1 person
466210;F;Yes;Yes;Artist;High;Over 53;3 or 4 people
466211;M;Yes;Yes;Artist;Low;Between 41 and 53;2 people
466213;M;No;No;Healthcare;Low;Under 30;5 or more people
466218;F;;No;Healthcare;Low;Under 30;3 or 4 people
466223;M;Yes;Yes;Artist;Low;Over 53;1 person
466225;M;No;No;Healthcare;Low;Under 30;3 or 4 people
466226;F;Yes;Yes;Artist;Average;Over 53;5 or more people
466233;F;Yes;Yes;Homemaker;Low;Over 53;1 person
466235;F;Yes;Yes;Artist;Average;Over 53;3 or 4 people
466236;F;Yes;Yes;Engineer;Low;Over 53;2 people
466238;M;No;No;Healthcare;Low;Under 30;3 or 4 people
466246;M;No;No;Healthcare;Low;Under 30;3 or 4 people
466247;F;;Yes;Artist;Low;Between 41 and 53;3 or 4 people
466253;M;No;No;Healthcare;Low;Under 30;3 or 4 people
466257;F;No;No;Healthcare;Low;Under 30;3 or 4 people
466264;M;Yes;Yes;;Low;Between 30 and 41;2 people
466268;F;Yes;Yes;Artist;Average;Over 53;3 or 4 people
466271;M;No;No;Entertainment;Low;Under 30;3 or 4 people
466274;M;Yes;Yes;Executive;Low;Over 53;2 people
466276;F;No;No;Doctor;Low;Between 30 and 41;5 or more people
466278;F;No;No;;Low;Under 30;2 people
466282;M;Yes;Yes;Healthcare;Low;Under 30;2 people
466285;F;No;No;Healthcare;Low;Under 30;5 or more people
466286;F;Yes;Yes;Artist;Average;Between 41 and 53;5 or more people
466287;F;Yes;Yes;Doctor;Average;Between 41 and 53;2 people
466289;M;No;No;Healthcare;Low;Under 30;5 or more people
466290;F;No;No;Healthcare;Low;Under 30;2 people
466292;F;Yes;No;Lawyer;High;Over 53;2 people
466297;F;No;No;Healthcare;Low;Under 30;3 or 4 people
466300;F;Yes;Yes;Artist;Low;Between 41 and 53;3 or 4 people
466301;M;Yes;Yes;Artist;Average;Between 41 and 53;3 or 4 people
466306;M;No;No;Healthcare;Low;Under 30;3 or 4 people
466313;F;Yes;Yes;Artist;Low;Over 53;1 person
466315;F;Yes;Yes;Engineer;Low;Over 53;1 person
466317;M;Yes;Yes;Entertainment;Low;Between 30 and 41;1 person
466318;F;No;No;Healthcare;Low;Under 30;3 or 4 people
466319;F;;No;Healthcare;Low;Under 30;3 or 4 people
466320;F;No;Yes;Engineer;Low;Between 30 and 41;2 people
466321;M;Yes;Yes;Entertainment;Low;Between 41 and 53;2 people
466324;F;No;No;Engineer;Low;Between 30 and 41;1 person
466326;M;No;No;Healthcare;Low;Under 30;5 or more people
466335;F;No;No;Healthcare;Low;Under 30;3 or 4 people
466337;F;Yes;No;Engineer;Low;Between 30 and 41;2 people
466341;M;Yes;Yes;Artist;Average;Between 41 and 53;2 people
466347;M;Yes;No;Executive;Low;Over 53;3 or 4 people
466352;F;Yes;Yes;Doctor;Low;Over 53;2 people
466355;M;No;Yes;Healthcare;Low;Under 30;2 people
466367;F;No;Yes;Doctor;Low;Between 30 and 41;1 person
466370;F;;Yes;Artist;Low;Between 41 and 53;3 or 4 people
466372;F;Yes;Yes;Artist;Average;Over 53;5 or more people
466373;M;Yes;Yes;Executive;High;Over 53;1 person
466376;F;Yes;No;Homemaker;High;Between 41 and 53;3 or 4 people
466377;M;Yes;Yes;;Average;Over 53;2 people
466380;M;Yes;Yes;Entertainment;Low;Between 30 and 41;2 people
466381;M;Yes;Yes;Artist;Average;Between 41 and 53;2 people
466382;F;Yes;Yes;Engineer;High;Between 41 and 53;2 people
466387;M;Yes;Yes;Entertainment;Average;Between 30 and 41;2 people
466389;F;Yes;Yes;Engineer;Average;Between 41 and 53;2 people
466391;F;Yes;Yes;Engineer;Average;Over 53;2 people
466392;F;Yes;Yes;Engineer;Average;Between 41 and 53;2 people
466393;F;Yes;No;Entertainment;Low;Between 41 and 53;5 or more people
466395;F;Yes;Yes;Doctor;High;Between 30 and 41;2 people
466397;M;No;No;Healthcare;Low;Under 30;3 or 4 people
466400;M;Yes;No;Artist;Average;Between 41 and 53;3 or 4 people
466401;M;Yes;No;Executive;Average;Between 41 and 53;3 or 4 people
466402;M;Yes;Yes;Artist;Average;Between 30 and 41;3 or 4 people
466404;F;No;Yes;Engineer;Low;Between 30 and 41;1 person
466406;M;Yes;Yes;Entertainment;Low;Over 53;3 or 4 people
466408;M;Yes;Yes;Lawyer;Low;Over 53;2 people
466411;M;Yes;Yes;Artist;Average;Over 53;3 or 4 people
466414;M;Yes;Yes;Artist;Low;Over 53;3 or 4 people
466418;M;Yes;No;Lawyer;Low;Over 53;1 person
466419;F;Yes;Yes;Entertainment;Average;Between 41 and 53;5 or more people
466422;M;Yes;No;Doctor;Low;Under 30;3 or 4 people
466427;F;Yes;No;Marketing;Low;Under 30;3 or 4 people
466429;M;Yes;No;Healthcare;Low;Between 41 and 53;2 people
466443;F;Yes;Yes;Artist;Low;Over 53;2 people
466450;F;No;Yes;Healthcare;Low;Between 30 and 41;1 person
466455;F;Yes;Yes;Doctor;Low;Between 30 and 41;2 people
466456;F;Yes;No;Doctor;Low;Between 30 and 41;1 person
