ID,Gender,Ever_Married,Age,Graduated,Profession,Spending_Score,Age_Category,Family_Size_Cat
464618,M,,40,Yes,Artist,Low,Between 30 and 41,1 person
464620,F,Yes,40,Yes,Artist,High,Between 30 and 41,2 people
464621,M,Yes,46,Yes,Artist,Low,Between 41 and 53,1 person
464637,F,No,36,Yes,Marketing,Low,Between 30 and 41,3 or 4 people
464641,F,Yes,71,Yes,Lawyer,Low,Over 53,5 or more people
464652,F,Yes,30,No,Engineer,Average,Under 30,2 people
464654,F,Yes,40,No,Engineer,Average,Between 30 and 41,3 or 4 people
464664,M,Yes,43,No,Entertainment,Average,Between 41 and 53,5 or more people
464666,M,Yes,40,Yes,Entertainment,Average,Between 30 and 41,3 or 4 people
464670,M,Yes,39,No,Entertainment,Average,Between 30 and 41,3 or 4 people
464673,M,Yes,49,No,Executive,High,Between 41 and 53,5 or more people
464674,M,Yes,51,No,Artist,Average,Between 41 and 53,5 or more people
464675,F,Yes,39,No,Doctor,Average,Between 30 and 41,5 or more people
464677,M,Yes,23,No,Healthcare,Low,Under 30,5 or more people
464683,M,Yes,53,No,Engineer,Average,Over 53,5 or more people
464684,F,No,35,No,Engineer,Low,Between 30 and 41,5 or more people
464685,M,No,35,No,Executive,Low,Between 30 and 41,3 or 4 people
464688,M,Yes,30,Yes,Doctor,Low,Under 30,5 or more people
464690,M,Yes,39,No,Engineer,Average,Between 30 and 41,2 people
464691,M,No,38,Yes,Artist,Low,Between 30 and 41,3 or 4 people
464692,F,No,53,No,Marketing,Low,Over 53,1 person
464693,F,No,36,Yes,Engineer,Low,Between 30 and 41,1 person
464695,M,No,33,No,Engineer,Low,Between 30 and 41,3 or 4 people
464696,F,No,40,Yes,Engineer,Low,Between 30 and 41,1 person
464697,F,Yes,36,Yes,Artist,Average,Between 30 and 41,3 or 4 people
464699,M,No,31,No,Doctor,Low,Between 30 and 41,5 or more people
464701,M,No,31,No,Doctor,Low,Between 30 and 41,2 people
464704,M,Yes,41,Yes,Healthcare,Average,Between 30 and 41,3 or 4 people
464707,M,Yes,48,No,,Average,Between 41 and 53,3 or 4 people
464711,F,Yes,38,Yes,Artist,Average,Between 30 and 41,3 or 4 people
464712,M,Yes,49,No,Artist,Low,Between 41 and 53,5 or more people
464722,M,Yes,42,Yes,Doctor,Low,Between 41 and 53,2 people
464726,M,Yes,28,Yes,Executive,High,Under 30,5 or more people
464728,M,Yes,51,No,Entertainment,High,Between 41 and 53,3 or 4 people
464732,M,Yes,41,No,Artist,Average,Between 30 and 41,2 people
464737,F,Yes,57,No,Engineer,Average,Over 53,5 or more people
464739,M,Yes,67,Yes,Artist,Low,Over 53,1 person
464746,M,Yes,29,No,Executive,Average,Under 30,5 or more people
464752,F,Yes,46,,Marketing,Low,Between 41 and 53,1 person
464755,M,Yes,49,Yes,Artist,High,Between 41 and 53,2 people
464756,F,No,28,No,Engineer,Low,Under 30,3 or 4 people
464758,F,Yes,48,No,Engineer,Average,Between 41 and 53,3 or 4 people
464760,F,Yes,51,No,Engineer,Average,Between 41 and 53,3 or 4 people
464765,F,Yes,48,No,Engineer,Average,Between 41 and 53,5 or more people
464766,F,Yes,48,No,Engineer,Average,Between 41 and 53,5 or more people
464769,F,,52,No,Engineer,Average,Between 41 and 53,3 or 4 people
464772,F,Yes,39,No,Engineer,Average,Between 30 and 41,3 or 4 people
464774,F,Yes,50,No,Engineer,Average,Between 41 and 53,5 or more people
464780,F,No,33,No,Engineer,Low,Between 30 and 41,5 or more people
464790,F,No,35,Yes,Artist,Low,Between 30 and 41,1 person
464792,M,Yes,30,No,Marketing,High,Under 30,5 or more people
464794,F,Yes,46,No,Engineer,Average,Between 41 and 53,2 people
464799,M,No,36,No,Marketing,Low,Between 30 and 41,3 or 4 people
464802,M,No,43,No,Entertainment,Low,Between 41 and 53,1 person
464804,M,Yes,26,No,Entertainment,Low,Under 30,1 person
464806,M,Yes,33,No,Executive,Low,Between 30 and 41,2 people
464809,M,Yes,50,,Entertainment,Average,Between 41 and 53,5 or more people
464812,F,Yes,49,Yes,Engineer,High,Between 41 and 53,5 or more people
464813,M,Yes,48,Yes,Engineer,Average,Between 41 and 53,5 or more people
464817,M,No,31,Yes,Artist,Low,Between 30 and 41,1 person
464818,F,Yes,38,No,Engineer,Average,Between 30 and 41,2 people
464825,F,No,21,No,Healthcare,Low,Under 30,1 person
464827,F,Yes,50,No,Entertainment,Average,Between 41 and 53,5 or more people
464828,M,No,23,No,Healthcare,Low,Under 30,5 or more people
464831,F,Yes,21,No,Healthcare,Low,Under 30,2 people
464832,M,Yes,71,No,Lawyer,Low,Over 53,2 people
464835,M,No,20,No,Healthcare,Low,Under 30,5 or more people
464836,F,,32,No,Engineer,High,Between 30 and 41,5 or more people
464845,M,Yes,29,No,Engineer,Average,Under 30,3 or 4 people
464849,M,Yes,42,Yes,Artist,Average,Between 41 and 53,3 or 4 people
464851,M,No,20,No,Doctor,Low,Under 30,5 or more people
464852,M,Yes,36,No,Executive,Low,Between 30 and 41,5 or more people
464854,F,Yes,42,No,Engineer,High,Between 41 and 53,5 or more people
464857,M,No,18,No,Healthcare,Low,Under 30,3 or 4 people
464861,M,No,25,No,Homemaker,Low,Under 30,2 people
464864,F,No,30,No,Engineer,Low,Under 30,5 or more people
464865,F,No,28,No,Homemaker,Low,Under 30,5 or more people
464868,M,Yes,42,Yes,Entertainment,Low,Between 41 and 53,5 or more people
464872,M,Yes,38,Yes,Artist,Low,Between 30 and 41,3 or 4 people
464873,M,Yes,42,Yes,Artist,Average,Between 41 and 53,2 people
464876,F,Yes,52,No,Engineer,Average,Between 41 and 53,5 or more people
464879,F,Yes,29,Yes,Doctor,Average,Under 30,2 people
464884,M,Yes,40,Yes,Artist,Low,Between 30 and 41,2 people
464885,F,No,38,No,Engineer,Low,Between 30 and 41,2 people
464886,M,Yes,37,Yes,Engineer,Average,Between 30 and 41,3 or 4 people
464902,F,Yes,65,No,Lawyer,Low,Over 53,1 person
464905,M,,81,No,Executive,High,Over 53,2 people
464907,M,,59,Yes,Engineer,Average,Over 53,2 people
464910,F,Yes,47,Yes,Artist,Average,Between 41 and 53,5 or more people
464911,M,Yes,57,Yes,Artist,Average,Over 53,3 or 4 people
464915,M,Yes,39,Yes,Executive,High,Between 30 and 41,3 or 4 people
464916,F,,32,,Doctor,High,Between 30 and 41,2 people
464919,M,Yes,37,Yes,Artist,Low,Between 30 and 41,1 person
464920,M,No,39,Yes,Artist,Low,Between 30 and 41,1 person
464921,M,Yes,39,No,Doctor,Average,Between 30 and 41,5 or more people
464925,M,,60,No,Executive,Average,Over 53,2 people
464927,F,Yes,70,Yes,Artist,Average,Over 53,2 people
464932,M,Yes,51,Yes,Executive,Low,Between 41 and 53,1 person
464938,M,Yes,48,No,Artist,Low,Between 41 and 53,3 or 4 people
464939,M,No,43,No,Entertainment,Low,Between 41 and 53,1 person
464940,F,Yes,29,No,Engineer,Low,Under 30,2 people
464944,F,Yes,43,Yes,Entertainment,Low,Between 41 and 53,2 people
464947,M,No,25,No,Doctor,Low,Under 30,1 person
464957,F,Yes,75,No,Lawyer,Low,Over 53,1 person
464960,F,No,22,No,Healthcare,Low,Under 30,5 or more people
464961,M,Yes,86,No,Marketing,Low,Over 53,1 person
464963,F,Yes,50,Yes,Entertainment,Low,Between 41 and 53,2 people
464972,M,Yes,73,No,Lawyer,High,Over 53,5 or more people
464973,M,No,87,,Lawyer,Low,Over 53,2 people
464981,M,Yes,49,Yes,Artist,Average,Between 41 and 53,3 or 4 people
464987,M,Yes,46,Yes,Executive,High,Between 41 and 53,5 or more people
464990,M,Yes,73,No,Executive,High,Over 53,2 people
464991,F,Yes,87,Yes,Lawyer,High,Over 53,2 people
464995,M,Yes,53,No,Executive,High,Over 53,3 or 4 people
465001,M,Yes,84,Yes,Lawyer,High,Over 53,2 people
465005,M,Yes,47,Yes,Executive,High,Between 41 and 53,3 or 4 people
465012,M,Yes,59,No,Executive,High,Over 53,3 or 4 people
465014,M,Yes,82,No,Lawyer,Low,Over 53,1 person
465022,F,Yes,71,Yes,Lawyer,High,Over 53,2 people
465023,M,Yes,39,Yes,Artist,Average,Between 30 and 41,2 people
465026,F,No,25,No,Doctor,Low,Under 30,2 people
465032,M,Yes,67,Yes,Executive,High,Over 53,2 people
465035,F,Yes,83,Yes,Lawyer,High,Over 53,2 people
465038,M,Yes,49,No,Executive,High,Between 41 and 53,3 or 4 people
465039,F,Yes,87,No,Lawyer,High,Over 53,2 people
465040,M,Yes,69,No,Lawyer,Average,Over 53,2 people
465045,M,Yes,40,Yes,Entertainment,Average,Between 30 and 41,2 people
465056,M,Yes,87,Yes,Lawyer,High,Over 53,2 people
465069,M,Yes,68,Yes,Healthcare,Average,Over 53,3 or 4 people
465075,F,Yes,43,Yes,Artist,Average,Between 41 and 53,2 people
465076,M,Yes,67,Yes,Artist,High,Over 53,5 or more people
465079,M,Yes,80,Yes,Lawyer,Low,Over 53,1 person
465082,M,Yes,65,Yes,Lawyer,Low,Over 53,1 person
465087,M,No,29,Yes,Doctor,Low,Under 30,3 or 4 people
465091,M,Yes,60,Yes,Entertainment,Average,Over 53,3 or 4 people
465092,M,Yes,72,Yes,Executive,High,Over 53,2 people
465093,M,Yes,57,Yes,Doctor,Low,Over 53,1 person
465095,M,Yes,47,Yes,Executive,High,Between 41 and 53,3 or 4 people
465099,M,Yes,39,No,Entertainment,Average,Between 30 and 41,2 people
465100,M,Yes,62,Yes,Artist,High,Over 53,2 people
465101,F,Yes,81,Yes,Lawyer,Low,Over 53,1 person
465105,M,Yes,65,No,Executive,Average,Over 53,2 people
465109,M,No,47,No,Lawyer,Low,Between 41 and 53,2 people
465111,F,Yes,40,Yes,Artist,Average,Between 30 and 41,2 people
465112,F,Yes,86,No,Lawyer,High,Over 53,2 people
465113,M,Yes,67,Yes,Lawyer,High,Over 53,2 people
465119,F,Yes,45,Yes,Artist,Average,Between 41 and 53,5 or more people
465120,F,No,27,Yes,Healthcare,Low,Under 30,3 or 4 people
465121,F,No,32,Yes,Artist,Low,Between 30 and 41,1 person
465122,F,Yes,41,Yes,Artist,Average,Between 30 and 41,2 people
465124,F,Yes,27,Yes,Healthcare,Average,Under 30,2 people
465128,F,Yes,58,No,Artist,Average,Over 53,3 or 4 people
465134,F,Yes,61,Yes,Entertainment,Average,Over 53,5 or more people
465136,M,Yes,52,Yes,Artist,Average,Between 41 and 53,2 people
465144,M,No,25,Yes,Doctor,Low,Under 30,1 person
465147,M,No,33,Yes,Healthcare,Low,Between 30 and 41,3 or 4 people
465148,M,No,31,No,Artist,Low,Between 30 and 41,2 people
465150,M,No,37,Yes,Entertainment,Low,Between 30 and 41,1 person
465153,M,Yes,38,Yes,Artist,Average,Between 30 and 41,2 people
465155,M,Yes,81,Yes,Lawyer,Low,Over 53,1 person
465160,M,Yes,61,Yes,Executive,High,Over 53,3 or 4 people
465164,M,No,20,No,Healthcare,Low,Under 30,3 or 4 people
465171,F,Yes,48,Yes,Artist,High,Between 41 and 53,3 or 4 people
465172,F,Yes,43,Yes,Artist,Average,Between 41 and 53,2 people
465175,F,No,22,No,Homemaker,Low,Under 30,3 or 4 people
465176,F,Yes,63,Yes,Artist,Average,Over 53,3 or 4 people
465181,F,No,25,Yes,Healthcare,Low,Under 30,1 person
465182,F,No,73,Yes,Lawyer,Low,Over 53,1 person
465186,F,Yes,43,No,Artist,Average,Between 41 and 53,3 or 4 people
465187,F,Yes,39,No,Doctor,Average,Between 30 and 41,3 or 4 people
465188,F,Yes,49,Yes,Artist,Average,Between 41 and 53,3 or 4 people
465189,F,Yes,83,Yes,Lawyer,High,Over 53,2 people
465194,M,No,22,No,Healthcare,Low,Under 30,5 or more people
465196,F,No,31,Yes,Artist,Low,Between 30 and 41,2 people
465197,F,Yes,60,Yes,Artist,High,Over 53,3 or 4 people
465201,M,Yes,42,Yes,Entertainment,Average,Between 41 and 53,3 or 4 people
465202,M,No,25,No,Entertainment,Low,Under 30,3 or 4 people
465203,M,No,29,Yes,Healthcare,Low,Under 30,3 or 4 people
465204,M,Yes,29,Yes,Healthcare,Low,Under 30,2 people
465213,M,Yes,39,Yes,Entertainment,Average,Between 30 and 41,2 people
465214,M,Yes,33,No,Engineer,Low,Between 30 and 41,1 person
465216,M,Yes,35,Yes,Executive,High,Between 30 and 41,3 or 4 people
465226,M,Yes,38,No,Entertainment,Low,Between 30 and 41,3 or 4 people
465228,M,Yes,59,Yes,Artist,High,Over 53,2 people
465231,M,Yes,67,No,Artist,Average,Over 53,2 people
465236,M,Yes,45,Yes,Artist,Low,Between 41 and 53,1 person
465237,M,Yes,70,Yes,Lawyer,High,Over 53,2 people
465242,M,No,19,No,Healthcare,Low,Under 30,3 or 4 people
465249,F,No,23,No,Healthcare,Low,Under 30,3 or 4 people
465254,M,No,22,No,Healthcare,Low,Under 30,3 or 4 people
465261,F,No,23,Yes,Healthcare,Low,Under 30,3 or 4 people
465264,M,Yes,80,No,Executive,Low,Over 53,1 person
465267,M,Yes,40,No,Engineer,Average,Between 30 and 41,5 or more people
465274,M,No,36,Yes,Artist,Low,Between 30 and 41,1 person
465285,F,Yes,31,No,Engineer,Low,Between 30 and 41,3 or 4 people
465288,F,Yes,20,No,Engineer,Low,Under 30,2 people
465289,M,Yes,31,Yes,Executive,High,Between 30 and 41,2 people
465290,M,Yes,50,Yes,Executive,High,Between 41 and 53,5 or more people
465294,M,Yes,67,No,Lawyer,Low,Over 53,2 people
465295,F,,43,Yes,Doctor,Average,Between 41 and 53,1 person
465296,F,Yes,85,Yes,Lawyer,High,Over 53,3 or 4 people
465303,F,Yes,65,Yes,Artist,Average,Over 53,3 or 4 people
465306,M,Yes,71,No,Executive,Average,Over 53,3 or 4 people
465310,F,No,20,No,Healthcare,Low,Under 30,5 or more people
465319,M,No,20,No,Healthcare,Low,Under 30,5 or more people
465326,M,Yes,87,Yes,Artist,Low,Over 53,1 person
465333,F,Yes,37,Yes,Artist,Low,Between 30 and 41,2 people
465335,M,Yes,59,No,Entertainment,Average,Over 53,2 people
465340,F,No,29,Yes,Artist,Low,Under 30,3 or 4 people
465342,M,Yes,85,Yes,Executive,High,Over 53,2 people
465344,F,Yes,72,Yes,Lawyer,High,Over 53,2 people
465345,F,No,42,Yes,Artist,Low,Between 41 and 53,2 people
465351,F,Yes,45,Yes,Artist,Average,Between 41 and 53,2 people
465352,M,Yes,59,Yes,Entertainment,Average,Over 53,3 or 4 people
465354,M,No,19,No,Doctor,Low,Under 30,5 or more people
465357,F,Yes,47,Yes,Artist,Average,Between 41 and 53,3 or 4 people
465358,F,Yes,73,Yes,Artist,High,Over 53,2 people
465359,F,Yes,42,No,Artist,Low,Between 41 and 53,1 person
465364,F,No,37,Yes,Doctor,Low,Between 30 and 41,5 or more people
465366,F,No,38,Yes,Artist,Low,Between 30 and 41,1 person
465371,F,No,41,Yes,Artist,Low,Between 30 and 41,1 person
465372,F,No,40,Yes,Entertainment,Low,Between 30 and 41,1 person
465383,F,Yes,30,Yes,Entertainment,Low,Under 30,3 or 4 people
465384,M,Yes,56,Yes,Artist,High,Over 53,2 people
465391,F,Yes,65,Yes,Lawyer,High,Over 53,2 people
465393,M,Yes,35,Yes,Artist,Average,Between 30 and 41,2 people
465395,F,Yes,37,No,Engineer,Average,Between 30 and 41,5 or more people
465399,M,No,36,Yes,Entertainment,Low,Between 30 and 41,1 person
465405,F,,26,Yes,Homemaker,High,Under 30,3 or 4 people
465408,M,No,25,No,Executive,Low,Under 30,3 or 4 people
465410,M,No,30,No,Healthcare,Low,Under 30,3 or 4 people
465417,M,Yes,37,Yes,Entertainment,Average,Between 30 and 41,2 people
465419,M,No,30,No,Artist,Low,Under 30,3 or 4 people
465423,M,Yes,46,Yes,Entertainment,Average,Between 41 and 53,3 or 4 people
465428,F,No,38,Yes,Engineer,Low,Between 30 and 41,1 person
465433,F,No,40,Yes,Artist,Low,Between 30 and 41,1 person
465435,F,No,31,Yes,Artist,Low,Between 30 and 41,1 person
465437,M,Yes,45,Yes,Executive,High,Between 41 and 53,5 or more people
465440,M,Yes,55,No,Engineer,Low,Over 53,5 or more people
465441,F,Yes,51,Yes,Engineer,Low,Between 41 and 53,1 person
465445,F,No,29,Yes,Homemaker,Low,Under 30,5 or more people
465458,F,Yes,74,Yes,Artist,High,Over 53,2 people
465461,M,Yes,69,No,Entertainment,Average,Over 53,3 or 4 people
465463,F,No,28,No,Doctor,Low,Under 30,5 or more people
465464,M,Yes,41,Yes,Executive,Average,Between 30 and 41,2 people
465467,M,,29,No,Healthcare,Low,Under 30,3 or 4 people
465471,M,Yes,39,Yes,Artist,Low,Between 30 and 41,1 person
465472,F,Yes,74,No,Entertainment,High,Over 53,3 or 4 people
465473,F,No,59,Yes,Artist,Low,Over 53,1 person
465477,M,No,27,No,Healthcare,Low,Under 30,3 or 4 people
465479,M,No,33,No,Artist,Low,Between 30 and 41,1 person
465482,M,No,31,No,Entertainment,Low,Between 30 and 41,2 people
465483,M,Yes,46,No,Artist,Average,Between 41 and 53,3 or 4 people
465484,F,Yes,63,Yes,Artist,Low,Over 53,2 people
465488,M,No,22,No,Healthcare,Low,Under 30,3 or 4 people
465489,F,No,53,Yes,Engineer,Low,Over 53,5 or more people
465492,M,Yes,59,No,Entertainment,Low,Over 53,1 person
465496,M,Yes,84,Yes,Lawyer,Low,Over 53,2 people
465505,M,Yes,63,Yes,Artist,Average,Over 53,3 or 4 people
465507,M,Yes,35,Yes,Artist,Low,Between 30 and 41,1 person
465508,M,No,21,No,Healthcare,Low,Under 30,3 or 4 people
465510,M,Yes,67,No,Lawyer,High,Over 53,2 people
465518,F,Yes,41,Yes,Artist,Average,Between 30 and 41,3 or 4 people
465520,F,No,27,Yes,Artist,Low,Under 30,5 or more people
465521,F,Yes,53,Yes,Artist,Average,Over 53,2 people
465522,F,No,33,Yes,Healthcare,Low,Between 30 and 41,5 or more people
465529,F,No,32,No,Doctor,Low,Between 30 and 41,3 or 4 people
465538,M,Yes,59,No,,High,Over 53,2 people
465539,F,Yes,50,Yes,Artist,High,Between 41 and 53,5 or more people
465541,F,Yes,50,Yes,Artist,Average,Between 41 and 53,3 or 4 people
465543,F,Yes,41,Yes,Healthcare,Average,Between 30 and 41,2 people
465547,F,Yes,71,,Lawyer,Low,Over 53,1 person
465550,F,No,33,Yes,Healthcare,Low,Between 30 and 41,5 or more people
465551,F,Yes,46,Yes,Artist,Average,Between 41 and 53,2 people
465554,F,No,78,Yes,Lawyer,Low,Over 53,3 or 4 people
465555,F,Yes,69,No,Lawyer,High,Over 53,2 people
465558,F,No,40,Yes,Healthcare,Low,Between 30 and 41,1 person
465568,M,Yes,43,Yes,Executive,High,Between 41 and 53,3 or 4 people
465569,M,Yes,36,Yes,Artist,High,Between 30 and 41,3 or 4 people
465571,M,Yes,35,Yes,Entertainment,Average,Between 30 and 41,2 people
465577,M,No,30,No,Healthcare,Low,Under 30,3 or 4 people
465584,M,Yes,47,No,Entertainment,Average,Between 41 and 53,2 people
465586,M,Yes,69,No,Artist,Low,Over 53,1 person
465587,M,Yes,41,Yes,Entertainment,Low,Between 30 and 41,5 or more people
465594,M,Yes,33,No,Executive,Low,Between 30 and 41,5 or more people
465598,M,No,27,Yes,Healthcare,Low,Under 30,5 or more people
465600,M,Yes,38,Yes,Engineer,Low,Between 30 and 41,2 people
465601,M,Yes,35,Yes,Artist,Average,Between 30 and 41,3 or 4 people
465602,M,Yes,27,Yes,Artist,Low,Under 30,2 people
465603,F,Yes,51,Yes,Homemaker,Low,Between 41 and 53,2 people
465605,F,Yes,52,Yes,Engineer,Low,Between 41 and 53,1 person
465611,M,No,53,Yes,Doctor,Low,Over 53,1 person
465612,M,Yes,43,Yes,Artist,Average,Between 41 and 53,2 people
465616,M,Yes,42,Yes,Doctor,Low,Between 41 and 53,2 people
465621,M,No,36,Yes,Doctor,Low,Between 30 and 41,1 person
465625,M,No,36,Yes,Artist,Low,Between 30 and 41,2 people
465627,F,No,40,Yes,Healthcare,Low,Between 30 and 41,1 person
465629,M,Yes,47,Yes,Entertainment,Average,Between 41 and 53,3 or 4 people
465635,M,No,30,No,Doctor,Low,Under 30,2 people
465638,F,Yes,53,Yes,Artist,Low,Over 53,2 people
465640,M,Yes,45,Yes,Artist,Average,Between 41 and 53,2 people
465644,M,No,33,Yes,Healthcare,Low,Between 30 and 41,5 or more people
465645,F,No,40,Yes,Artist,Low,Between 30 and 41,2 people
465649,F,Yes,36,Yes,Marketing,Low,Between 30 and 41,1 person
465651,M,No,32,No,Engineer,Low,Between 30 and 41,3 or 4 people
465653,F,Yes,51,Yes,Artist,Low,Between 41 and 53,2 people
465655,F,No,49,Yes,Artist,Low,Between 41 and 53,1 person
465656,M,Yes,81,No,Lawyer,Low,Over 53,2 people
465658,M,Yes,72,Yes,Artist,Average,Over 53,3 or 4 people
465663,F,No,70,Yes,Artist,Low,Over 53,2 people
465667,M,No,21,No,Healthcare,Low,Under 30,3 or 4 people
465668,M,No,21,No,Healthcare,Low,Under 30,5 or more people
465669,F,Yes,41,No,Entertainment,Average,Between 30 and 41,3 or 4 people
465670,F,No,49,No,Engineer,Low,Between 41 and 53,1 person
465675,F,No,51,No,Entertainment,Low,Between 41 and 53,1 person
465680,M,Yes,28,No,Healthcare,Average,Under 30,5 or more people
465685,M,No,37,Yes,Healthcare,Low,Between 30 and 41,2 people
465688,F,Yes,63,,Artist,Average,Over 53,3 or 4 people
465689,M,No,19,No,Healthcare,Low,Under 30,3 or 4 people
465695,F,No,32,No,Healthcare,Low,Between 30 and 41,3 or 4 people
465697,F,Yes,51,No,Artist,Low,Between 41 and 53,1 person
465703,M,Yes,26,No,Entertainment,Low,Under 30,2 people
465704,M,Yes,61,No,Artist,Low,Over 53,1 person
465705,F,Yes,51,Yes,Artist,Average,Between 41 and 53,3 or 4 people
465706,F,Yes,45,Yes,Artist,Average,Between 41 and 53,3 or 4 people
465721,M,Yes,29,Yes,Entertainment,High,Under 30,2 people
465722,M,Yes,47,No,,Low,Between 41 and 53,5 or more people
465725,M,No,25,Yes,Doctor,Low,Under 30,2 people
465727,M,No,40,No,Marketing,Low,Between 30 and 41,5 or more people
465728,M,No,45,Yes,,Low,Between 41 and 53,1 person
465733,M,Yes,32,Yes,Entertainment,Average,Between 30 and 41,2 people
465734,M,Yes,38,Yes,Artist,Low,Between 30 and 41,3 or 4 people
465736,F,No,38,Yes,Artist,Low,Between 30 and 41,2 people
465737,F,Yes,48,Yes,Engineer,Low,Between 41 and 53,3 or 4 people
465740,F,No,71,Yes,Doctor,Low,Over 53,1 person
465742,F,Yes,46,Yes,Artist,Low,Between 41 and 53,3 or 4 people
465751,F,Yes,46,Yes,Artist,Low,Between 41 and 53,2 people
465753,F,Yes,49,Yes,Artist,Low,Between 41 and 53,2 people
465766,M,Yes,43,No,Entertainment,Low,Between 41 and 53,3 or 4 people
465768,F,No,38,Yes,Artist,Low,Between 30 and 41,3 or 4 people
465769,M,No,25,Yes,Healthcare,Low,Under 30,3 or 4 people
465772,F,Yes,46,Yes,Engineer,Low,Between 41 and 53,3 or 4 people
465775,F,No,28,Yes,Engineer,Low,Under 30,3 or 4 people
465776,F,No,41,Yes,Entertainment,Low,Between 30 and 41,3 or 4 people
465777,F,No,32,Yes,Artist,Low,Between 30 and 41,5 or more people
465784,F,No,21,No,Healthcare,Low,Under 30,3 or 4 people
465788,M,No,22,No,Healthcare,Low,Under 30,5 or more people
465793,M,No,27,No,Healthcare,Low,Under 30,5 or more people
465797,M,Yes,40,Yes,Artist,Average,Between 30 and 41,2 people
465804,F,Yes,68,No,Engineer,Low,Over 53,1 person
465809,F,No,25,No,Homemaker,Low,Under 30,5 or more people
465811,M,No,28,No,Healthcare,Low,Under 30,3 or 4 people
465813,M,No,28,No,Marketing,Low,Under 30,5 or more people
465818,M,No,27,No,Entertainment,Low,Under 30,3 or 4 people
465823,M,Yes,67,No,Entertainment,Average,Over 53,3 or 4 people
465826,M,Yes,46,No,Executive,Low,Between 41 and 53,5 or more people
465828,F,No,33,No,Entertainment,Low,Between 30 and 41,3 or 4 people
465829,F,Yes,40,Yes,Doctor,Average,Between 30 and 41,3 or 4 people
465830,F,Yes,48,No,,Average,Between 41 and 53,5 or more people
465831,M,Yes,42,No,Executive,High,Between 41 and 53,5 or more people
465837,M,No,56,Yes,,Low,Over 53,1 person
465841,F,No,51,Yes,Engineer,Low,Between 41 and 53,1 person
465848,F,No,27,Yes,Healthcare,Low,Under 30,1 person
465849,F,No,25,Yes,Doctor,Low,Under 30,3 or 4 people
465851,F,Yes,51,No,Artist,High,Between 41 and 53,2 people
465853,F,Yes,26,Yes,Healthcare,Average,Under 30,2 people
465857,F,No,35,Yes,Doctor,Low,Between 30 and 41,1 person
465860,F,,25,Yes,Doctor,Low,Under 30,3 or 4 people
465863,M,No,30,No,Healthcare,Low,Under 30,3 or 4 people
465865,F,No,41,Yes,Healthcare,Low,Between 30 and 41,1 person
465866,M,Yes,42,Yes,Artist,Low,Between 41 and 53,3 or 4 people
465867,F,Yes,40,Yes,Artist,High,Between 30 and 41,5 or more people
465873,M,No,36,Yes,Entertainment,Low,Between 30 and 41,1 person
465875,F,No,39,Yes,Artist,Low,Between 30 and 41,1 person
465884,M,Yes,40,Yes,Executive,High,Between 30 and 41,3 or 4 people
465893,F,Yes,40,Yes,Engineer,Average,Between 30 and 41,2 people
465894,M,No,28,Yes,Artist,Low,Under 30,5 or more people
465907,F,No,31,Yes,Marketing,Low,Between 30 and 41,2 people
465916,M,No,41,Yes,Artist,Low,Between 30 and 41,1 person
465923,F,No,28,Yes,Engineer,Low,Under 30,5 or more people
465925,M,No,30,Yes,Healthcare,Low,Under 30,1 person
465927,F,No,30,Yes,Healthcare,Low,Under 30,1 person
465930,F,No,38,Yes,Artist,Low,Between 30 and 41,2 people
465931,M,Yes,43,Yes,Artist,Low,Between 41 and 53,1 person
465935,M,No,29,Yes,Entertainment,Low,Under 30,1 person
465937,F,No,30,Yes,Healthcare,Low,Under 30,3 or 4 people
465941,M,Yes,27,Yes,Healthcare,Low,Under 30,2 people
465948,F,Yes,48,Yes,Artist,Average,Between 41 and 53,2 people
465953,F,No,51,Yes,Artist,Low,Between 41 and 53,1 person
465957,F,No,48,Yes,Marketing,Low,Between 41 and 53,1 person
465960,F,No,28,Yes,Marketing,Low,Under 30,1 person
465961,F,No,40,Yes,Artist,Low,Between 30 and 41,1 person
465963,M,Yes,51,Yes,Artist,Low,Between 41 and 53,2 people
465965,F,Yes,36,No,Marketing,Low,Between 30 and 41,2 people
465972,F,No,51,Yes,Marketing,Low,Between 41 and 53,1 person
465974,M,Yes,45,Yes,Executive,High,Between 41 and 53,3 or 4 people
465975,M,No,40,Yes,Artist,Low,Between 30 and 41,1 person
465976,M,No,40,Yes,Artist,Low,Between 30 and 41,1 person
465979,M,Yes,41,Yes,Artist,Low,Between 30 and 41,2 people
465982,M,Yes,43,Yes,Entertainment,Average,Between 41 and 53,3 or 4 people
465983,M,,21,No,Healthcare,Low,Under 30,3 or 4 people
465996,M,No,23,No,Healthcare,Low,Under 30,3 or 4 people
465997,F,No,31,No,Doctor,Low,Between 30 and 41,3 or 4 people
466001,F,Yes,42,Yes,Entertainment,Low,Between 41 and 53,2 people
466007,M,Yes,61,No,Artist,Low,Over 53,1 person
466017,F,Yes,45,Yes,Homemaker,Low,Between 41 and 53,1 person
466019,F,Yes,63,Yes,Artist,Low,Over 53,1 person
466020,M,Yes,86,No,Lawyer,Low,Over 53,1 person
466022,F,Yes,67,No,Engineer,High,Over 53,3 or 4 people
466023,M,Yes,71,No,Executive,High,Over 53,3 or 4 people
466024,F,Yes,43,No,Entertainment,Low,Between 41 and 53,2 people
466032,M,,28,No,Entertainment,Low,Under 30,2 people
